,img,img_path,img_annotation,img_pretrain,ann_file,pretrain_file
53,Subset2_Train_34,/data/acharl15/gleason_grading/Subset2_Train_34.tiff,/data/acharl15/gleason_grading/patch/Subset2_Train_34/,/data/acharl15/gleason_grading/pretrain/Subset2_Train_34/,"['patch_mask.jpg', 'patch_mask_Stroma.jpg', 'patch_mask_Normal.jpg', 'patch_mask_G5.jpg', 'patch_mask_G3.jpg', 'patch_mask_G4.jpg']","['augment2_feature.npy', 'augment2_class.npy', 'class.npy', 'augment3_feature.npy', 'feature.npy', 'augment3_class.npy']"
54,Subset3_Train_11_Philips,/data/acharl15/gleason_grading/Subset3_Train_11_Philips.tiff,/data/acharl15/gleason_grading/patch/Subset3_Train_11_Philips/,/data/acharl15/gleason_grading/pretrain/Subset3_Train_11_Philips/,"['patch_mask.jpg', 'patch_mask_Stroma.jpg', 'patch_mask_Normal.jpg', 'patch_mask_G5.jpg', 'patch_mask_G3.jpg', 'patch_mask_G4.jpg']","['augment2_feature.npy', 'augment2_class.npy', 'class.npy', 'augment3_feature.npy', 'feature.npy', 'augment3_class.npy']"
55,Subset3_Train_19_Leica,/data/acharl15/gleason_grading/Subset3_Train_19_Leica.tiff,/data/acharl15/gleason_grading/patch/Subset3_Train_19_Leica/,/data/acharl15/gleason_grading/pretrain/Subset3_Train_19_Leica/,"['patch_mask.jpg', 'patch_mask_Stroma.jpg', 'patch_mask_Normal.jpg', 'patch_mask_G5.jpg', 'patch_mask_G3.jpg', 'patch_mask_G4.jpg']","['augment2_feature.npy', 'augment2_class.npy', 'class.npy', 'augment3_feature.npy', 'feature.npy', 'augment3_class.npy']"
56,Subset1_Train_90,/data/acharl15/gleason_grading/Subset1_Train_90.tiff,/data/acharl15/gleason_grading/patch/Subset1_Train_90/,/data/acharl15/gleason_grading/pretrain/Subset1_Train_90/,"['patch_mask.jpg', 'patch_mask_Stroma.jpg', 'patch_mask_Normal.jpg', 'patch_mask_G5.jpg', 'patch_mask_G3.jpg', 'patch_mask_G4.jpg']","['augment2_feature.npy', 'augment2_class.npy', 'normalized_class.npy', 'class.npy', 'normalized_feature.npy', 'augment1_feature.npy', 'augment3_feature.npy', 'feature.npy', 'augment1_class.npy', 'augment3_class.npy']"
57,Subset3_Train_3_KFBio,/data/acharl15/gleason_grading/Subset3_Train_3_KFBio.tiff,/data/acharl15/gleason_grading/patch/Subset3_Train_3_KFBio/,/data/acharl15/gleason_grading/pretrain/Subset3_Train_3_KFBio/,"['patch_mask.jpg', 'patch_mask_Stroma.jpg', 'patch_mask_Normal.jpg', 'patch_mask_G5.jpg', 'patch_mask_G3.jpg', 'patch_mask_G4.jpg']","['augment2_feature.npy', 'augment2_class.npy', 'class.npy', 'augment3_feature.npy', 'feature.npy', 'augment3_class.npy']"
58,Subset2_Train_30,/data/acharl15/gleason_grading/Subset2_Train_30.tiff,/data/acharl15/gleason_grading/patch/Subset2_Train_30/,/data/acharl15/gleason_grading/pretrain/Subset2_Train_30/,"['patch_mask.jpg', 'patch_mask_Stroma.jpg', 'patch_mask_Normal.jpg', 'patch_mask_G5.jpg', 'patch_mask_G3.jpg', 'patch_mask_G4.jpg']","['augment2_feature.npy', 'augment2_class.npy', 'class.npy', 'augment3_feature.npy', 'feature.npy', 'augment3_class.npy']"
59,Subset3_Train_11_Akoya,/data/acharl15/gleason_grading/Subset3_Train_11_Akoya.tiff,/data/acharl15/gleason_grading/patch/Subset3_Train_11_Akoya/,/data/acharl15/gleason_grading/pretrain/Subset3_Train_11_Akoya/,"['patch_mask.jpg', 'patch_mask_Stroma.jpg', 'patch_mask_Normal.jpg', 'patch_mask_G5.jpg', 'patch_mask_G3.jpg', 'patch_mask_G4.jpg']","['augment2_feature.npy', 'augment2_class.npy', 'class.npy', 'augment3_feature.npy', 'feature.npy', 'augment3_class.npy']"
60,Subset3_Train_2_Olympus,/data/acharl15/gleason_grading/Subset3_Train_2_Olympus.tiff,/data/acharl15/gleason_grading/patch/Subset3_Train_2_Olympus/,/data/acharl15/gleason_grading/pretrain/Subset3_Train_2_Olympus/,"['patch_mask.jpg', 'patch_mask_Stroma.jpg', 'patch_mask_Normal.jpg', 'patch_mask_G5.jpg', 'patch_mask_G3.jpg', 'patch_mask_G4.jpg']","['augment2_feature.npy', 'augment2_class.npy', 'class.npy', 'augment3_feature.npy', 'feature.npy', 'augment3_class.npy']"
61,Subset1_Train_49,/data/acharl15/gleason_grading/Subset1_Train_49.tiff,/data/acharl15/gleason_grading/patch/Subset1_Train_49/,/data/acharl15/gleason_grading/pretrain/Subset1_Train_49/,"['patch_mask.jpg', 'patch_mask_Stroma.jpg', 'patch_mask_Normal.jpg', 'patch_mask_G5.jpg', 'patch_mask_G3.jpg', 'patch_mask_G4.jpg']","['augment2_feature.npy', 'augment2_class.npy', 'normalized_class.npy', 'class.npy', 'normalized_feature.npy', 'augment1_feature.npy', 'augment3_feature.npy', 'feature.npy', 'augment1_class.npy', 'augment3_class.npy']"
62,Subset2_Train_5,/data/acharl15/gleason_grading/Subset2_Train_5.tiff,/data/acharl15/gleason_grading/patch/Subset2_Train_5/,/data/acharl15/gleason_grading/pretrain/Subset2_Train_5/,"['patch_mask.jpg', 'patch_mask_Stroma.jpg', 'patch_mask_Normal.jpg', 'patch_mask_G5.jpg', 'patch_mask_G3.jpg', 'patch_mask_G4.jpg']","['augment2_feature.npy', 'augment2_class.npy', 'class.npy', 'augment3_feature.npy', 'feature.npy', 'augment3_class.npy']"
63,Subset3_Train_8_KFBio,/data/acharl15/gleason_grading/Subset3_Train_8_KFBio.tiff,/data/acharl15/gleason_grading/patch/Subset3_Train_8_KFBio/,/data/acharl15/gleason_grading/pretrain/Subset3_Train_8_KFBio/,"['patch_mask.jpg', 'patch_mask_Stroma.jpg', 'patch_mask_Normal.jpg', 'patch_mask_G5.jpg', 'patch_mask_G3.jpg', 'patch_mask_G4.jpg']","['augment2_feature.npy', 'augment2_class.npy', 'class.npy', 'augment3_feature.npy', 'feature.npy', 'augment3_class.npy']"
64,Subset1_Train_43,/data/acharl15/gleason_grading/Subset1_Train_43.tiff,/data/acharl15/gleason_grading/patch/Subset1_Train_43/,/data/acharl15/gleason_grading/pretrain/Subset1_Train_43/,"['patch_mask.jpg', 'patch_mask_Stroma.jpg', 'patch_mask_Normal.jpg', 'patch_mask_G5.jpg', 'patch_mask_G3.jpg', 'patch_mask_G4.jpg']","['augment2_feature.npy', 'augment2_class.npy', 'normalized_class.npy', 'class.npy', 'normalized_feature.npy', 'augment1_feature.npy', 'augment3_feature.npy', 'feature.npy', 'augment1_class.npy', 'augment3_class.npy']"
65,Subset1_Train_85,/data/acharl15/gleason_grading/Subset1_Train_85.tiff,/data/acharl15/gleason_grading/patch/Subset1_Train_85/,/data/acharl15/gleason_grading/pretrain/Subset1_Train_85/,"['patch_mask.jpg', 'patch_mask_Stroma.jpg', 'patch_mask_Normal.jpg', 'patch_mask_G5.jpg', 'patch_mask_G3.jpg', 'patch_mask_G4.jpg']","['augment2_feature.npy', 'augment2_class.npy', 'normalized_class.npy', 'class.npy', 'normalized_feature.npy', 'augment1_feature.npy', 'augment3_feature.npy', 'feature.npy', 'augment1_class.npy', 'augment3_class.npy']"
66,Subset1_Train_70,/data/acharl15/gleason_grading/Subset1_Train_70.tiff,/data/acharl15/gleason_grading/patch/Subset1_Train_70/,/data/acharl15/gleason_grading/pretrain/Subset1_Train_70/,"['patch_mask.jpg', 'patch_mask_Stroma.jpg', 'patch_mask_Normal.jpg', 'patch_mask_G5.jpg', 'patch_mask_G3.jpg', 'patch_mask_G4.jpg']","['augment2_feature.npy', 'augment2_class.npy', 'normalized_class.npy', 'class.npy', 'normalized_feature.npy', 'augment1_feature.npy', 'augment3_feature.npy', 'feature.npy', 'augment1_class.npy', 'augment3_class.npy']"
67,Subset2_Train_11,/data/acharl15/gleason_grading/Subset2_Train_11.tiff,/data/acharl15/gleason_grading/patch/Subset2_Train_11/,/data/acharl15/gleason_grading/pretrain/Subset2_Train_11/,"['patch_mask.jpg', 'patch_mask_Stroma.jpg', 'patch_mask_Normal.jpg', 'patch_mask_G5.jpg', 'patch_mask_G3.jpg', 'patch_mask_G4.jpg']","['augment2_feature.npy', 'augment2_class.npy', 'class.npy', 'augment3_feature.npy', 'feature.npy', 'augment3_class.npy']"
68,Subset3_Train_16_Leica,/data/acharl15/gleason_grading/Subset3_Train_16_Leica.tiff,/data/acharl15/gleason_grading/patch/Subset3_Train_16_Leica/,/data/acharl15/gleason_grading/pretrain/Subset3_Train_16_Leica/,"['patch_mask.jpg', 'patch_mask_Stroma.jpg', 'patch_mask_Normal.jpg', 'patch_mask_G5.jpg', 'patch_mask_G3.jpg', 'patch_mask_G4.jpg']","['augment2_feature.npy', 'augment2_class.npy', 'class.npy', 'augment3_feature.npy', 'feature.npy', 'augment3_class.npy']"
69,Subset3_Train_20_Leica,/data/acharl15/gleason_grading/Subset3_Train_20_Leica.tiff,/data/acharl15/gleason_grading/patch/Subset3_Train_20_Leica/,/data/acharl15/gleason_grading/pretrain/Subset3_Train_20_Leica/,"['patch_mask.jpg', 'patch_mask_Stroma.jpg', 'patch_mask_Normal.jpg', 'patch_mask_G5.jpg', 'patch_mask_G3.jpg', 'patch_mask_G4.jpg']","['augment2_feature.npy', 'augment2_class.npy', 'class.npy', 'augment3_feature.npy', 'feature.npy', 'augment3_class.npy']"
70,Subset3_Train_2_Leica,/data/acharl15/gleason_grading/Subset3_Train_2_Leica.tiff,/data/acharl15/gleason_grading/patch/Subset3_Train_2_Leica/,/data/acharl15/gleason_grading/pretrain/Subset3_Train_2_Leica/,"['patch_mask.jpg', 'patch_mask_Stroma.jpg', 'patch_mask_Normal.jpg', 'patch_mask_G5.jpg', 'patch_mask_G3.jpg', 'patch_mask_G4.jpg']","['augment2_feature.npy', 'augment2_class.npy', 'class.npy', 'augment3_feature.npy', 'feature.npy', 'augment3_class.npy']"
71,Subset1_Train_80,/data/acharl15/gleason_grading/Subset1_Train_80.tiff,/data/acharl15/gleason_grading/patch/Subset1_Train_80/,/data/acharl15/gleason_grading/pretrain/Subset1_Train_80/,"['patch_mask.jpg', 'patch_mask_Stroma.jpg', 'patch_mask_Normal.jpg', 'patch_mask_G5.jpg', 'patch_mask_G3.jpg', 'patch_mask_G4.jpg']","['augment2_feature.npy', 'augment2_class.npy', 'normalized_class.npy', 'class.npy', 'normalized_feature.npy', 'augment1_feature.npy', 'augment3_feature.npy', 'feature.npy', 'augment1_class.npy', 'augment3_class.npy']"
72,Subset1_Train_102,/data/acharl15/gleason_grading/Subset1_Train_102.tiff,/data/acharl15/gleason_grading/patch/Subset1_Train_102/,/data/acharl15/gleason_grading/pretrain/Subset1_Train_102/,"['patch_mask.jpg', 'patch_mask_Stroma.jpg', 'patch_mask_Normal.jpg', 'patch_mask_G5.jpg', 'patch_mask_G3.jpg', 'patch_mask_G4.jpg']","['augment2_feature.npy', 'augment2_class.npy', 'class.npy', 'augment3_feature.npy', 'feature.npy', 'augment3_class.npy']"
73,Subset3_Train_10_Zeiss,/data/acharl15/gleason_grading/Subset3_Train_10_Zeiss.tiff,/data/acharl15/gleason_grading/patch/Subset3_Train_10_Zeiss/,/data/acharl15/gleason_grading/pretrain/Subset3_Train_10_Zeiss/,"['patch_mask.jpg', 'patch_mask_Stroma.jpg', 'patch_mask_Normal.jpg', 'patch_mask_G5.jpg', 'patch_mask_G3.jpg', 'patch_mask_G4.jpg']","['augment2_feature.npy', 'augment2_class.npy', 'class.npy', 'augment3_feature.npy', 'feature.npy', 'augment3_class.npy']"
74,Subset3_Train_5_KFBio,/data/acharl15/gleason_grading/Subset3_Train_5_KFBio.tiff,/data/acharl15/gleason_grading/patch/Subset3_Train_5_KFBio/,/data/acharl15/gleason_grading/pretrain/Subset3_Train_5_KFBio/,"['patch_mask.jpg', 'patch_mask_Stroma.jpg', 'patch_mask_Normal.jpg', 'patch_mask_G5.jpg', 'patch_mask_G3.jpg', 'patch_mask_G4.jpg']","['augment2_feature.npy', 'augment2_class.npy', 'class.npy', 'augment3_feature.npy', 'feature.npy', 'augment3_class.npy']"
75,Subset1_Train_52,/data/acharl15/gleason_grading/Subset1_Train_52.tiff,/data/acharl15/gleason_grading/patch/Subset1_Train_52/,/data/acharl15/gleason_grading/pretrain/Subset1_Train_52/,"['patch_mask.jpg', 'patch_mask_Stroma.jpg', 'patch_mask_Normal.jpg', 'patch_mask_G5.jpg', 'patch_mask_G3.jpg', 'patch_mask_G4.jpg']","['augment2_feature.npy', 'augment2_class.npy', 'normalized_class.npy', 'class.npy', 'normalized_feature.npy', 'augment1_feature.npy', 'augment3_feature.npy', 'feature.npy', 'augment1_class.npy', 'augment3_class.npy']"
76,Subset3_Train_13_Leica,/data/acharl15/gleason_grading/Subset3_Train_13_Leica.tiff,/data/acharl15/gleason_grading/patch/Subset3_Train_13_Leica/,/data/acharl15/gleason_grading/pretrain/Subset3_Train_13_Leica/,"['patch_mask.jpg', 'patch_mask_Stroma.jpg', 'patch_mask_Normal.jpg', 'patch_mask_G5.jpg', 'patch_mask_G3.jpg', 'patch_mask_G4.jpg']","['augment2_feature.npy', 'augment2_class.npy', 'class.npy', 'augment3_feature.npy', 'feature.npy', 'augment3_class.npy']"
77,Subset2_Train_33,/data/acharl15/gleason_grading/Subset2_Train_33.tiff,/data/acharl15/gleason_grading/patch/Subset2_Train_33/,/data/acharl15/gleason_grading/pretrain/Subset2_Train_33/,"['patch_mask.jpg', 'patch_mask_Stroma.jpg', 'patch_mask_Normal.jpg', 'patch_mask_G5.jpg', 'patch_mask_G3.jpg', 'patch_mask_G4.jpg']","['augment2_feature.npy', 'augment2_class.npy', 'class.npy', 'augment3_feature.npy', 'feature.npy', 'augment3_class.npy']"
78,Subset1_Train_87,/data/acharl15/gleason_grading/Subset1_Train_87.tiff,/data/acharl15/gleason_grading/patch/Subset1_Train_87/,/data/acharl15/gleason_grading/pretrain/Subset1_Train_87/,"['patch_mask.jpg', 'patch_mask_Stroma.jpg', 'patch_mask_Normal.jpg', 'patch_mask_G5.jpg', 'patch_mask_G3.jpg', 'patch_mask_G4.jpg']","['augment2_feature.npy', 'augment2_class.npy', 'normalized_class.npy', 'class.npy', 'normalized_feature.npy', 'augment1_feature.npy', 'augment3_feature.npy', 'feature.npy', 'augment1_class.npy', 'augment3_class.npy']"
79,Subset1_Train_17,/data/acharl15/gleason_grading/Subset1_Train_17.tiff,,,,
80,Subset1_Train_60,/data/acharl15/gleason_grading/Subset1_Train_60.tiff,/data/acharl15/gleason_grading/patch/Subset1_Train_60/,/data/acharl15/gleason_grading/pretrain/Subset1_Train_60/,"['patch_mask.jpg', 'patch_mask_Stroma.jpg', 'patch_mask_Normal.jpg', 'patch_mask_G5.jpg', 'patch_mask_G3.jpg', 'patch_mask_G4.jpg']","['augment2_feature.npy', 'augment2_class.npy', 'normalized_class.npy', 'class.npy', 'normalized_feature.npy', 'augment1_feature.npy', 'augment3_feature.npy', 'feature.npy', 'augment1_class.npy', 'augment3_class.npy']"
81,Subset3_Train_8_Zeiss,/data/acharl15/gleason_grading/Subset3_Train_8_Zeiss.tiff,/data/acharl15/gleason_grading/patch/Subset3_Train_8_Zeiss/,/data/acharl15/gleason_grading/pretrain/Subset3_Train_8_Zeiss/,"['patch_mask.jpg', 'patch_mask_Stroma.jpg', 'patch_mask_Normal.jpg', 'patch_mask_G5.jpg', 'patch_mask_G3.jpg', 'patch_mask_G4.jpg']","['augment2_feature.npy', 'augment2_class.npy', 'class.npy', 'augment3_feature.npy', 'feature.npy', 'augment3_class.npy']"
82,Subset3_Train_21_KFBio,/data/acharl15/gleason_grading/Subset3_Train_21_KFBio.tiff,/data/acharl15/gleason_grading/patch/Subset3_Train_21_KFBio/,/data/acharl15/gleason_grading/pretrain/Subset3_Train_21_KFBio/,"['patch_mask.jpg', 'patch_mask_Stroma.jpg', 'patch_mask_Normal.jpg', 'patch_mask_G5.jpg', 'patch_mask_G3.jpg', 'patch_mask_G4.jpg']","['augment2_feature.npy', 'augment2_class.npy', 'class.npy', 'augment3_feature.npy', 'feature.npy', 'augment3_class.npy']"
83,Subset1_Train_99,/data/acharl15/gleason_grading/Subset1_Train_99.tiff,/data/acharl15/gleason_grading/patch/Subset1_Train_99/,/data/acharl15/gleason_grading/pretrain/Subset1_Train_99/,"['patch_mask.jpg', 'patch_mask_Stroma.jpg', 'patch_mask_Normal.jpg', 'patch_mask_G5.jpg', 'patch_mask_G3.jpg', 'patch_mask_G4.jpg']","['augment2_feature.npy', 'augment2_class.npy', 'normalized_class.npy', 'class.npy', 'normalized_feature.npy', 'augment1_feature.npy', 'augment3_feature.npy', 'feature.npy', 'augment1_class.npy', 'augment3_class.npy']"
84,Subset3_Train_26_Olympus,/data/acharl15/gleason_grading/Subset3_Train_26_Olympus.tiff,/data/acharl15/gleason_grading/patch/Subset3_Train_26_Olympus/,/data/acharl15/gleason_grading/pretrain/Subset3_Train_26_Olympus/,"['patch_mask.jpg', 'patch_mask_Stroma.jpg', 'patch_mask_Normal.jpg', 'patch_mask_G5.jpg', 'patch_mask_G3.jpg', 'patch_mask_G4.jpg']","['augment2_feature.npy', 'augment2_class.npy', 'class.npy', 'augment3_feature.npy', 'feature.npy', 'augment3_class.npy']"
85,Subset2_Train_10,/data/acharl15/gleason_grading/Subset2_Train_10.tiff,/data/acharl15/gleason_grading/patch/Subset2_Train_10/,/data/acharl15/gleason_grading/pretrain/Subset2_Train_10/,"['patch_mask.jpg', 'patch_mask_Stroma.jpg', 'patch_mask_Normal.jpg', 'patch_mask_G5.jpg', 'patch_mask_G3.jpg', 'patch_mask_G4.jpg']","['augment2_feature.npy', 'augment2_class.npy', 'class.npy', 'augment3_feature.npy', 'feature.npy', 'augment3_class.npy']"
86,Subset3_Train_12_Akoya,/data/acharl15/gleason_grading/Subset3_Train_12_Akoya.tiff,/data/acharl15/gleason_grading/patch/Subset3_Train_12_Akoya/,/data/acharl15/gleason_grading/pretrain/Subset3_Train_12_Akoya/,"['patch_mask.jpg', 'patch_mask_Stroma.jpg', 'patch_mask_Normal.jpg', 'patch_mask_G5.jpg', 'patch_mask_G3.jpg', 'patch_mask_G4.jpg']","['augment2_feature.npy', 'augment2_class.npy', 'class.npy', 'augment3_feature.npy', 'feature.npy', 'augment3_class.npy']"
87,Subset3_Train_9_Leica,/data/acharl15/gleason_grading/Subset3_Train_9_Leica.tiff,/data/acharl15/gleason_grading/patch/Subset3_Train_9_Leica/,/data/acharl15/gleason_grading/pretrain/Subset3_Train_9_Leica/,"['patch_mask.jpg', 'patch_mask_Stroma.jpg', 'patch_mask_Normal.jpg', 'patch_mask_G5.jpg', 'patch_mask_G3.jpg', 'patch_mask_G4.jpg']","['augment2_feature.npy', 'augment2_class.npy', 'class.npy', 'augment3_feature.npy', 'feature.npy', 'augment3_class.npy']"
88,Subset3_Train_7_Olympus,/data/acharl15/gleason_grading/Subset3_Train_7_Olympus.tiff,/data/acharl15/gleason_grading/patch/Subset3_Train_7_Olympus/,/data/acharl15/gleason_grading/pretrain/Subset3_Train_7_Olympus/,"['patch_mask.jpg', 'patch_mask_Stroma.jpg', 'patch_mask_Normal.jpg', 'patch_mask_G5.jpg', 'patch_mask_G3.jpg', 'patch_mask_G4.jpg']","['augment2_feature.npy', 'augment2_class.npy', 'class.npy', 'augment3_feature.npy', 'feature.npy', 'augment3_class.npy']"
89,Subset3_Train_12_KFBio,/data/acharl15/gleason_grading/Subset3_Train_12_KFBio.tiff,/data/acharl15/gleason_grading/patch/Subset3_Train_12_KFBio/,/data/acharl15/gleason_grading/pretrain/Subset3_Train_12_KFBio/,"['patch_mask.jpg', 'patch_mask_Stroma.jpg', 'patch_mask_Normal.jpg', 'patch_mask_G5.jpg', 'patch_mask_G3.jpg', 'patch_mask_G4.jpg']","['augment2_feature.npy', 'augment2_class.npy', 'class.npy', 'augment3_feature.npy', 'feature.npy', 'augment3_class.npy']"
90,Subset2_Train_19,/data/acharl15/gleason_grading/Subset2_Train_19.tiff,/data/acharl15/gleason_grading/patch/Subset2_Train_19/,/data/acharl15/gleason_grading/pretrain/Subset2_Train_19/,"['patch_mask.jpg', 'patch_mask_Stroma.jpg', 'patch_mask_Normal.jpg', 'patch_mask_G5.jpg', 'patch_mask_G3.jpg', 'patch_mask_G4.jpg']","['augment2_feature.npy', 'augment2_class.npy', 'class.npy', 'augment3_feature.npy', 'feature.npy', 'augment3_class.npy']"
91,Subset3_Train_25_Olympus,/data/acharl15/gleason_grading/Subset3_Train_25_Olympus.tiff,/data/acharl15/gleason_grading/patch/Subset3_Train_25_Olympus/,/data/acharl15/gleason_grading/pretrain/Subset3_Train_25_Olympus/,"['patch_mask.jpg', 'patch_mask_Stroma.jpg', 'patch_mask_Normal.jpg', 'patch_mask_G5.jpg', 'patch_mask_G3.jpg', 'patch_mask_G4.jpg']","['augment2_feature.npy', 'augment2_class.npy', 'class.npy', 'augment3_feature.npy', 'feature.npy', 'augment3_class.npy']"
92,Subset1_Train_93,/data/acharl15/gleason_grading/Subset1_Train_93.tiff,/data/acharl15/gleason_grading/patch/Subset1_Train_93/,/data/acharl15/gleason_grading/pretrain/Subset1_Train_93/,"['patch_mask.jpg', 'patch_mask_Stroma.jpg', 'patch_mask_Normal.jpg', 'patch_mask_G5.jpg', 'patch_mask_G3.jpg', 'patch_mask_G4.jpg']","['augment2_feature.npy', 'augment2_class.npy', 'normalized_class.npy', 'class.npy', 'normalized_feature.npy', 'augment1_feature.npy', 'augment3_feature.npy', 'feature.npy', 'augment1_class.npy', 'augment3_class.npy']"
93,Subset1_Train_100,/data/acharl15/gleason_grading/Subset1_Train_100.tiff,/data/acharl15/gleason_grading/patch/Subset1_Train_100/,/data/acharl15/gleason_grading/pretrain/Subset1_Train_100/,"['patch_mask.jpg', 'patch_mask_Stroma.jpg', 'patch_mask_Normal.jpg', 'patch_mask_G5.jpg', 'patch_mask_G3.jpg', 'patch_mask_G4.jpg']","['augment2_feature.npy', 'augment2_class.npy', 'class.npy', 'augment3_feature.npy', 'feature.npy', 'augment3_class.npy']"
94,Subset3_Train_10_Olympus,/data/acharl15/gleason_grading/Subset3_Train_10_Olympus.tiff,/data/acharl15/gleason_grading/patch/Subset3_Train_10_Olympus/,/data/acharl15/gleason_grading/pretrain/Subset3_Train_10_Olympus/,"['patch_mask.jpg', 'patch_mask_Stroma.jpg', 'patch_mask_Normal.jpg', 'patch_mask_G5.jpg', 'patch_mask_G3.jpg', 'patch_mask_G4.jpg']","['augment2_feature.npy', 'augment2_class.npy', 'class.npy', 'augment3_feature.npy', 'feature.npy', 'augment3_class.npy']"
95,Subset3_Train_16_Olympus,/data/acharl15/gleason_grading/Subset3_Train_16_Olympus.tiff,/data/acharl15/gleason_grading/patch/Subset3_Train_16_Olympus/,/data/acharl15/gleason_grading/pretrain/Subset3_Train_16_Olympus/,"['patch_mask.jpg', 'patch_mask_Stroma.jpg', 'patch_mask_Normal.jpg', 'patch_mask_G5.jpg', 'patch_mask_G3.jpg', 'patch_mask_G4.jpg']","['augment2_feature.npy', 'augment2_class.npy', 'class.npy', 'augment3_feature.npy', 'feature.npy', 'augment3_class.npy']"
96,Subset1_Train_97,/data/acharl15/gleason_grading/Subset1_Train_97.tiff,/data/acharl15/gleason_grading/patch/Subset1_Train_97/,/data/acharl15/gleason_grading/pretrain/Subset1_Train_97/,"['patch_mask.jpg', 'patch_mask_Stroma.jpg', 'patch_mask_Normal.jpg', 'patch_mask_G5.jpg', 'patch_mask_G3.jpg', 'patch_mask_G4.jpg']","['augment2_feature.npy', 'augment2_class.npy', 'normalized_class.npy', 'class.npy', 'normalized_feature.npy', 'augment1_feature.npy', 'augment3_feature.npy', 'feature.npy', 'augment1_class.npy', 'augment3_class.npy']"
97,Subset1_Train_10,/data/acharl15/gleason_grading/Subset1_Train_10.tiff,,,,
98,Subset1_Train_44,/data/acharl15/gleason_grading/Subset1_Train_44.tiff,/data/acharl15/gleason_grading/patch/Subset1_Train_44/,/data/acharl15/gleason_grading/pretrain/Subset1_Train_44/,"['patch_mask.jpg', 'patch_mask_Stroma.jpg', 'patch_mask_Normal.jpg', 'patch_mask_G5.jpg', 'patch_mask_G3.jpg', 'patch_mask_G4.jpg']","['augment2_feature.npy', 'augment2_class.npy', 'normalized_class.npy', 'class.npy', 'normalized_feature.npy', 'augment1_feature.npy', 'augment3_feature.npy', 'feature.npy', 'augment1_class.npy', 'augment3_class.npy']"
99,Subset3_Train_15_KFBio,/data/acharl15/gleason_grading/Subset3_Train_15_KFBio.tiff,/data/acharl15/gleason_grading/patch/Subset3_Train_15_KFBio/,/data/acharl15/gleason_grading/pretrain/Subset3_Train_15_KFBio/,"['patch_mask.jpg', 'patch_mask_Stroma.jpg', 'patch_mask_Normal.jpg', 'patch_mask_G5.jpg', 'patch_mask_G3.jpg', 'patch_mask_G4.jpg']","['augment2_feature.npy', 'augment2_class.npy', 'class.npy', 'augment3_feature.npy', 'feature.npy', 'augment3_class.npy']"
100,Subset2_Train_6,/data/acharl15/gleason_grading/Subset2_Train_6.tiff,/data/acharl15/gleason_grading/patch/Subset2_Train_6/,/data/acharl15/gleason_grading/pretrain/Subset2_Train_6/,"['patch_mask.jpg', 'patch_mask_Stroma.jpg', 'patch_mask_Normal.jpg', 'patch_mask_G5.jpg', 'patch_mask_G3.jpg', 'patch_mask_G4.jpg']","['augment2_feature.npy', 'augment2_class.npy', 'class.npy', 'augment3_feature.npy', 'feature.npy', 'augment3_class.npy']"
101,Subset3_Train_14_Olympus,/data/acharl15/gleason_grading/Subset3_Train_14_Olympus.tiff,/data/acharl15/gleason_grading/patch/Subset3_Train_14_Olympus/,/data/acharl15/gleason_grading/pretrain/Subset3_Train_14_Olympus/,"['patch_mask.jpg', 'patch_mask_Stroma.jpg', 'patch_mask_Normal.jpg', 'patch_mask_G5.jpg', 'patch_mask_G3.jpg', 'patch_mask_G4.jpg']","['augment2_feature.npy', 'augment2_class.npy', 'class.npy', 'augment3_feature.npy', 'feature.npy', 'augment3_class.npy']"
102,Subset1_Train_103,/data/acharl15/gleason_grading/Subset1_Train_103.tiff,/data/acharl15/gleason_grading/patch/Subset1_Train_103/,,"['patch_mask.jpg', 'patch_mask_Stroma.jpg', 'patch_mask_Normal.jpg', 'patch_mask_G5.jpg', 'patch_mask_G3.jpg', 'patch_mask_G4.jpg']",
103,Subset1_Train_21,/data/acharl15/gleason_grading/Subset1_Train_21.tiff,/data/acharl15/gleason_grading/patch/Subset1_Train_21/,/data/acharl15/gleason_grading/pretrain/Subset1_Train_21/,"['patch_mask.jpg', 'patch_mask_Stroma.jpg', 'patch_mask_Normal.jpg', 'patch_mask_G5.jpg', 'patch_mask_G3.jpg', 'patch_mask_G4.jpg']","['augment2_feature.npy', 'augment2_class.npy', 'normalized_class.npy', 'class.npy', 'normalized_feature.npy', 'augment1_feature.npy', 'augment3_feature.npy', 'feature.npy', 'augment1_class.npy', 'augment3_class.npy']"
104,Subset1_Train_46,/data/acharl15/gleason_grading/Subset1_Train_46.tiff,/data/acharl15/gleason_grading/patch/Subset1_Train_46/,/data/acharl15/gleason_grading/pretrain/Subset1_Train_46/,"['patch_mask.jpg', 'patch_mask_Stroma.jpg', 'patch_mask_Normal.jpg', 'patch_mask_G5.jpg', 'patch_mask_G3.jpg', 'patch_mask_G4.jpg']","['augment2_feature.npy', 'augment2_class.npy', 'normalized_class.npy', 'class.npy', 'normalized_feature.npy', 'augment1_feature.npy', 'augment3_feature.npy', 'feature.npy', 'augment1_class.npy', 'augment3_class.npy']"
